41. Chorea 40,Bitt wolt mit ein Denzlein thun,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.12va,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",GM,2,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/12v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/41_chorea_40_bitt_wolt_mit_ein_dentzlein_thun_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/41_chorea_40_bitt_wolt_mit_ein_dentzlein_thun_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/41_chorea_40_bitt_wolt_mit_ein_dentzlein_thun_anon.mid,1573937578,1588630222
42. Chorea 41,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.12vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",Gm,3,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/12v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/42_chorea_41_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/42_chorea_41_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/42_chorea_41_anon.mid,1573937578,1588630222
43. Chorea 42,Der jungen Herren Tantz[Kemp's Jig],Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.13a,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, jig?",GM,3,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/13.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/43_chorea_42_der_jungen_herren_tantz_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/43_chorea_42_der_jungen_herren_tantz_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/43_chorea_42_der_jungen_herren_tantz_anon.mid,1573937578,1588630222
44. Chorea 43,Bergamasca,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.13b,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, bergamasca",GM,3,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/13.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/44_chorea_43_bergamasca_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/44_chorea_43_bergamasca_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/44_chorea_43_bergamasca_anon.mid,1573937578,1588630222
45. Chorea 44,,Horatio Scandelli,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.13v,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",BbM,4,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/13v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/45_chorea_44_scandelli.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/45_chorea_44_scandelli.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/45_chorea_44_scandelli.mid,1573937577,1588630222
46. Chorea 45,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.14,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",Dm,4,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/14.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/46_chorea_45_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/46_chorea_45_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/46_chorea_45_anon.mid,1573937578,1588630222
48. Chorea [47],Polonica,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.15,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, polish dance",FM,2,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/15.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/48_chorea_47_polonica_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/48_chorea_47_polonica_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/48_chorea_47_polonica_anon.mid,1573937577,1588630222
53. Chorea 52,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.16vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",FM,3,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/16v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/53_chorea_52_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/53_chorea_52_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/53_chorea_52_anon.mid,1573937577,1588630222
54. Chorea 53,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.17,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",CM,2,8-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/17.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/54_chorea_53_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/54_chorea_53_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/54_chorea_53_anon.mid,1573937577,1588630222
56. Chorea 55,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.18,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",Dm,4,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/18.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/56_chorea_55_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/56_chorea_55_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/56_chorea_55_anon.mid,1573937577,1588630222
57. Chorea,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.18va,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",FM,2,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/18v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/57_chorea_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/57_chorea_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/57_chorea_anon.mid,1573937577,1588630222
59. Chorea,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.19,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",CM,3,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/19.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/59_chorea_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/59_chorea_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/59_chorea_anon.mid,1573937577,1588630222
60. Chorea,,Matth�us Reymann,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.19v,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",FM,3,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/19v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/60_chorea_reymann.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/60_chorea_reymann.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/60_chorea_reymann.mid,1573937577,1622249248
61. Chorea Polonica,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.20,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea,  polish dance",Cm,3,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/20.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/61_chorea_polonica_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/61_chorea_polonica_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/61_chorea_polonica_anon.mid,1573937578,1588630222
62. Chorea,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.20va,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",FM,2,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/20v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/62_chorea_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/62_chorea_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/62_chorea_anon.mid,1573937578,1588630222
63. Chorea Polonica,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.20vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, polish dance",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/20v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/63_chorea_polonica_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/63_chorea_polonica_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/63_chorea_polonica_anon.mid,1573937577,1588630222
63. [Chorea Polonica],Eiusdem nationis,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.21a,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, polish dance",GM,2,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/21.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/64_chorea_polonica_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/64_chorea_polonica_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/64_chorea_polonica_anon.mid,1573937577,1588630222
65. Chorea,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.21b,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",Gm,2,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/21.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/65_chorea_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/65_chorea_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/65_chorea_anon.mid,1573937578,1588694790
66. Chorea Anglica,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.21va,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",GM,3,8-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/21v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/66_chorea_anglica_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/66_chorea_anglica_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/66_chorea_anglica_anon.mid,1573937577,1588630222
68. Chorea Polonica,,Albert Dlugorai,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.22a,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, polish dance",FM,2,8-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/22.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/68_chorea_polonica_dlugorai.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/68_chorea_polonica_dlugorai.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/68_chorea_polonica_dlugorai.mid,1573937577,1588630222
69. Chorea [Polonica],,Albert Dlugorai,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.22b,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, polish dance",GM,2,8-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/22.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/69_chorea_dlugorai.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/69_chorea_dlugorai.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/69_chorea_dlugorai.mid,1573937577,1588630222
70. Chorea,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.22v,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",FM,3,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/22v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/70_chorea_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/70_chorea_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/70_chorea_anon.mid,1573937577,1588630222
71. [Chorea],Alia,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.23,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",CM,2,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/23.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/71_chorea_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/71_chorea_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/71_chorea_anon.mid,1573937577,1588630222
73. Dantz,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,10,1619,f.24,Sarge Gerbode,Sarge Gerbode,,,,,,,"dantz, allemande",Gm,3,8-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.10_1619/24.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/73_dantz_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/pdf/73_dantz_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/10_choreae/midi/73_dantz_anon.mid,1573937578,1588630222
1. Dieff aus meines Herzen Grundt|,,Valentin Haussmann?,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,11,1619,f.1a,Sarge Gerbode,Sarge Gerbode,,,,,,,"chorea, allemande",FM,2,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.11_1619/01.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/01_tief_aus_mein_hertzen_grundt_vh.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/pdf/01_tief_aus_mein_hertzen_grundt_vh.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/midi/01_tief_aus_mein_hertzen_grundt_vh.mid,1573937578,1588630222
2. Ich hab mihr ein feines M�gdlein auserkoren|,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,11,1619,f.1b,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",FM,2,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.11_1619/01.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/02_ich_hab_mihr_ein_feines_magdlein_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/pdf/02_ich_hab_mihr_ein_feines_magdlein_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/midi/02_ich_hab_mihr_ein_feines_magdlein_anon.mid,1573937578,1588630222
3. Ursach habe ich zu klagen|,,Elizabeth von Hessen?,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,11,1619,f.1va,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",Dm,2,6-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.11_1619/01v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/03_ursach_habe_ich_zu_klagen_hessen.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/pdf/03_ursach_habe_ich_zu_klagen_hessen.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/midi/03_ursach_habe_ich_zu_klagen_hessen.mid,1573937578,1588630222
4. Hertzlich mich erfreuen thut ein wertes Jungfraulein|,,Jacob Schultes,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,11,1619,f.1vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",FM,2,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.11_1619/01v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/04_hertzlich_mich_erfreuen_schultes.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/pdf/04_hertzlich_mich_erfreuen_schultes.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/midi/04_hertzlich_mich_erfreuen_schultes.mid,1573937578,1588630222
5. Sage mihr gib rahtt,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,11,1619,f.2,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",Dm,3,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.11_1619/02.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/05_sage_mir_gib_rahtt_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/pdf/05_sage_mir_gib_rahtt_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/midi/05_sage_mir_gib_rahtt_anon.mid,1573937578,1588630222
6. Sch�nes jung Freulein,,Anonymous,,D-LEm:Leipzig State Music Library,ms ii.6.15:Dlugorai lute book,11,1619,f.2va,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",Dm,3,7-course,,,,https://lutemusic.org/facsimiles/D-LEm_Leipzig_State_Music_Library/ms_ii.6.15_Dlugorai_lute_book/v.11_1619/02v.png,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/06_schones_jung_freulein_anon.ft3,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/pdf/06_schones_jung_freulein_anon.pdf,https://lutemusic.org/sources/D-LEm_leipzig_state_music_library/dlugorai_lute_book_1619/11_german_songs/midi/06_schones_jung_freulein_anon.mid,1573937578,1588630222
